date,shift,machine_id,planned_time_min,downtime_min,units_produced,units_rejected,ideal_cycle_time_sec
2025-02-01,Noche,M-02,480,31,80114,1961,0.3
2025-02-01,Mañana,M-03,480,30,51835,1981,0.45
2025-02-01,Tarde,M-03,480,0,55091,1303,0.45
2025-02-01,Noche,M-03,480,0,53460,1298,0.45
2025-02-01,Mañana,M-04,480,30,92670,1050,0.25
2025-02-01,Tarde,M-04,480,58,91144,2762,0.25
2025-02-01,Noche,M-04,480,0,102599,1776,0.25
2025-02-01,Mañana,M-05,480,0,71524,1916,0.35
2025-02-01,Tarde,M-05,480,124,53128,1706,0.35
2025-02-01,Noche,M-05,480,75,55939,1026,0.35
2025-02-02,Mañana,M-01,480,106,65258,1290,0.3
2025-02-02,Tarde,M-01,480,77,71405,2083,0.3
2025-02-02,Noche,M-01,480,47,68813,1414,0.3
2025-02-02,Mañana,M-02,480,53,82004,2271,0.3
2025-02-02,Tarde,M-02,480,27,77920,1207,0.3
2025-02-02,Noche,M-02,480,79,66113,1029,0.3
2025-02-02,Mañana,M-03,480,66,50595,1249,0.45
2025-02-02,Tarde,M-03,480,0,55111,1296,0.45
2025-02-02,Noche,M-03,480,0,52584,540,0.45
2025-02-02,Mañana,M-04,480,0,109189,4249,0.25
2025-02-02,Tarde,M-04,480,41,92899,2908,0.25
2025-02-02,Noche,M-04,480,87,74079,2432,0.25
2025-02-02,Mañana,M-05,480,0,72656,1898,0.35
2025-02-02,Tarde,M-05,480,0,72224,2331,0.35
2025-02-02,Noche,M-05,480,50,63952,2219,0.35
2025-02-03,Mañana,M-01,480,0,91076,1024,0.3
2025-02-03,Tarde,M-01,480,79,68904,2754,0.3
2025-02-03,Noche,M-01,480,22,76071,3029,0.3
2025-02-03,Mañana,M-02,480,145,61856,1413,0.3
2025-02-03,Tarde,M-02,480,11,86132,2334,0.3
2025-02-03,Noche,M-02,480,20,75231,2341,0.3
2025-02-03,Mañana,M-03,480,80,51640,1568,0.45
2025-02-03,Tarde,M-03,480,0,59940,2012,0.45
2025-02-03,Noche,M-03,480,83,46235,1518,0.45
2025-02-03,Mañana,M-04,480,38,98218,2832,0.25
2025-02-03,Tarde,M-04,480,0,95995,3248,0.25
2025-02-03,Noche,M-04,480,105,74897,1845,0.25
2025-02-03,Mañana,M-05,480,113,54180,2121,0.35
2025-02-03,Tarde,M-05,480,14,73264,1606,0.35
2025-02-03,Noche,M-05,480,109,50652,1801,0.35
2025-02-04,Mañana,M-01,480,144,62169,2182,0.3
2025-02-04,Tarde,M-01,480,0,89537,1319,0.3
2025-02-04,Noche,M-01,480,18,74320,2278,0.3
2025-02-04,Mañana,M-02,480,0,89087,1315,0.3
2025-02-04,Tarde,M-02,480,174,51638,1130,0.3
2025-02-04,Noche,M-02,480,0,82484,1404,0.3
2025-02-04,Mañana,M-03,480,34,51493,864,0.45
2025-02-04,Tarde,M-03,480,76,48764,1186,0.45
2025-02-04,Noche,M-03,480,0,50679,1732,0.45
2025-02-04,Mañana,M-04,480,0,103001,1954,0.25
2025-02-04,Tarde,M-04,480,0,105889,3836,0.25
2025-02-04,Noche,M-04,480,14,94009,963,0.25
2025-02-04,Mañana,M-05,480,43,65592,2128,0.35
2025-02-04,Tarde,M-05,480,106,58477,1619,0.35
2025-02-04,Noche,M-05,480,20,68553,1195,0.35
2025-02-05,Mañana,M-01,480,51,80950,2486,0.3
2025-02-05,Tarde,M-01,480,109,62807,1366,0.3
2025-02-05,Noche,M-01,480,12,78309,1047,0.3
2025-02-05,Mañana,M-02,480,43,83610,866,0.3
2025-02-05,Tarde,M-02,480,0,82688,1786,0.3
2025-02-05,Noche,M-02,480,95,64218,2544,0.3
2025-02-05,Mañana,M-03,480,0,58910,613,0.45
2025-02-05,Tarde,M-03,480,0,59640,2293,0.45
2025-02-05,Noche,M-03,480,79,46338,1052,0.45
2025-02-05,Mañana,M-04,480,0,106774,2789,0.25
2025-02-05,Tarde,M-04,480,0,96103,1188,0.25
2025-02-05,Noche,M-04,480,99,79930,2432,0.25
2025-02-05,Mañana,M-05,480,0,76841,2451,0.35
2025-02-05,Tarde,M-05,480,60,63163,1785,0.35
2025-02-05,Noche,M-05,480,0,71085,2290,0.35
2025-02-06,Mañana,M-01,480,0,89755,2786,0.3
2025-02-06,Tarde,M-01,480,0,89801,2307,0.3
2025-02-06,Noche,M-01,480,63,72410,1307,0.3
2025-02-06,Mañana,M-02,480,38,78025,929,0.3
2025-02-06,Tarde,M-02,480,50,74511,1861,0.3
2025-02-06,Noche,M-02,480,28,78410,2887,0.3
2025-02-06,Mañana,M-03,480,96,45022,1087,0.45
2025-02-06,Tarde,M-03,480,19,54634,2044,0.45
2025-02-06,Noche,M-03,480,85,42762,527,0.45
2025-02-06,Mañana,M-04,480,0,104860,3885,0.25
2025-02-06,Tarde,M-04,480,0,105767,4171,0.25
2025-02-06,Noche,M-04,480,208,51671,1224,0.25
2025-02-06,Mañana,M-05,480,53,68716,1187,0.35
2025-02-06,Tarde,M-05,480,11,73144,1930,0.35
2025-02-06,Noche,M-05,480,151,46261,1627,0.35
2025-02-07,Mañana,M-01,480,27,86240,2743,0.3
2025-02-07,Tarde,M-01,480,0,85072,1458,0.3
2025-02-07,Noche,M-01,480,33,76934,984,0.3
2025-02-07,Mañana,M-02,480,160,55052,708,0.3
2025-02-07,Tarde,M-02,480,0,88314,1081,0.3
2025-02-07,Noche,M-02,480,24,73702,1314,0.3
2025-02-07,Mañana,M-03,480,15,55066,999,0.45
2025-02-07,Tarde,M-03,480,0,54278,1812,0.45
2025-02-07,Noche,M-03,480,36,49232,956,0.45
2025-02-07,Mañana,M-04,480,0,102872,3406,0.25
2025-02-07,Tarde,M-04,480,23,91585,3134,0.25
2025-02-07,Noche,M-04,480,0,99048,2783,0.25
2025-02-07,Mañana,M-05,480,0,78400,1132,0.35
2025-02-07,Tarde,M-05,480,63,61426,2125,0.35
2025-02-07,Noche,M-05,480,0,72996,2601,0.35
2025-02-08,Mañana,M-01,480,16,84025,2866,0.3
2025-02-08,Tarde,M-01,480,0,79285,2767,0.3
2025-02-08,Noche,M-01,480,144,59356,727,0.3
2025-02-08,Mañana,M-02,480,214,45543,1718,0.3
2025-02-08,Tarde,M-02,480,41,72692,2216,0.3
2025-02-08,Noche,M-02,480,0,77347,1207,0.3
2025-02-08,Mañana,M-03,480,24,56160,1601,0.45
2025-02-08,Tarde,M-03,480,59,48109,679,0.45
2025-02-08,Noche,M-03,480,0,56298,1451,0.45
2025-02-08,Mañana,M-04,480,5,110435,3694,0.25
2025-02-08,Tarde,M-04,480,0,102283,2510,0.25
2025-02-08,Noche,M-04,480,77,75947,2606,0.25
2025-02-08,Mañana,M-05,480,0,77927,1881,0.35
2025-02-08,Tarde,M-05,480,24,73314,953,0.35
2025-02-08,Noche,M-05,480,22,68020,2614,0.35
2025-02-09,Mañana,M-01,480,17,82652,2907,0.3
2025-02-09,Tarde,M-01,480,133,62855,2351,0.3
2025-02-09,Noche,M-01,480,0,82496,3170,0.3
2025-02-09,Mañana,M-02,480,22,87056,2987,0.3
2025-02-09,Tarde,M-02,480,90,64491,1569,0.3
2025-02-09,Noche,M-02,480,0,81580,2789,0.3
2025-02-09,Mañana,M-03,480,56,48457,699,0.45
2025-02-09,Tarde,M-03,480,45,54305,1151,0.45
2025-02-09,Noche,M-03,480,88,45098,1042,0.45
2025-02-09,Mañana,M-04,480,30,94057,3674,0.25
2025-02-09,Tarde,M-04,480,120,74825,2242,0.25
2025-02-09,Noche,M-04,480,61,80610,810,0.25
2025-02-09,Mañana,M-05,480,70,61278,1197,0.35
2025-02-09,Tarde,M-05,480,91,56074,1814,0.35
2025-02-09,Noche,M-05,480,0,73271,1101,0.35
2025-02-10,Mañana,M-01,480,85,69137,2129,0.3
2025-02-10,Tarde,M-01,480,0,87946,2780,0.3
2025-02-10,Noche,M-01,480,0,79716,1800,0.3
2025-02-10,Mañana,M-02,480,0,86369,3148,0.3
2025-02-10,Tarde,M-02,480,0,83346,2905,0.3
2025-02-10,Noche,M-02,480,78,66878,2272,0.3
2025-02-10,Mañana,M-03,480,0,54554,972,0.45
2025-02-10,Tarde,M-03,480,0,55314,2026,0.45
2025-02-10,Noche,M-03,480,0,50577,1934,0.45
2025-02-10,Mañana,M-04,480,185,65339,1504,0.25
2025-02-10,Tarde,M-04,480,0,99422,3900,0.25
2025-02-10,Noche,M-04,480,0,97133,3668,0.25
2025-02-10,Mañana,M-05,480,29,67921,780,0.35
2025-02-10,Tarde,M-05,480,9,67084,678,0.35
2025-02-10,Noche,M-05,480,0,71831,2065,0.35
2025-02-11,Mañana,M-01,480,41,76429,1433,0.3
2025-02-11,Tarde,M-01,480,0,88580,1705,0.3
2025-02-11,Noche,M-01,480,0,80255,2394,0.3
2025-02-11,Mañana,M-02,480,0,87868,1366,0.3
2025-02-11,Tarde,M-02,480,105,65897,1106,0.3
2025-02-11,Noche,M-02,480,0,75725,2466,0.3
2025-02-11,Mañana,M-03,480,77,51932,1438,0.45
2025-02-11,Tarde,M-03,480,21,53441,1392,0.45
2025-02-11,Noche,M-03,480,49,47443,1689,0.45
2025-02-11,Mañana,M-04,480,0,105816,2698,0.25
2025-02-11,Tarde,M-04,480,9,94784,3100,0.25
2025-02-11,Noche,M-04,480,0,102605,4018,0.25
2025-02-11,Mañana,M-05,480,139,51105,1772,0.35
2025-02-11,Tarde,M-05,480,0,73543,1440,0.35
2025-02-11,Noche,M-05,480,39,63726,2274,0.35
2025-02-12,Mañana,M-01,480,21,86694,2487,0.3
2025-02-12,Tarde,M-01,480,33,75267,2032,0.3
2025-02-12,Noche,M-01,480,13,82576,2219,0.3
2025-02-12,Mañana,M-02,480,0,84895,2213,0.3
2025-02-12,Tarde,M-02,480,0,83743,1799,0.3
2025-02-12,Noche,M-02,480,12,74974,1656,0.3
2025-02-12,Mañana,M-03,480,35,50709,1860,0.45
2025-02-12,Tarde,M-03,480,75,50311,1857,0.45
2025-02-12,Noche,M-03,480,0,55823,1065,0.45
2025-02-12,Mañana,M-04,480,0,104716,3234,0.25
2025-02-12,Tarde,M-04,480,0,106633,1496,0.25
2025-02-12,Noche,M-04,480,113,70706,1155,0.25
2025-02-12,Mañana,M-05,480,48,67527,997,0.35
2025-02-12,Tarde,M-05,480,0,72698,1022,0.35
2025-02-12,Noche,M-05,480,63,62507,1092,0.35
2025-02-13,Mañana,M-01,480,110,64668,1361,0.3
2025-02-13,Tarde,M-01,480,23,82606,1425,0.3
2025-02-13,Noche,M-01,480,35,75364,1544,0.3
2025-02-13,Mañana,M-02,480,0,91904,2984,0.3
2025-02-13,Tarde,M-02,480,152,60041,986,0.3
2025-02-13,Noche,M-02,480,0,77457,1254,0.3
2025-02-13,Mañana,M-03,480,54,51511,719,0.45
2025-02-13,Tarde,M-03,480,0,58734,981,0.45
2025-02-13,Noche,M-03,480,30,48744,1796,0.45
2025-02-13,Mañana,M-04,480,67,90444,2596,0.25
2025-02-13,Tarde,M-04,480,62,89270,2482,0.25
2025-02-13,Noche,M-04,480,0,98790,2415,0.25
2025-02-13,Mañana,M-05,480,0,72672,1435,0.35
2025-02-13,Tarde,M-05,480,0,74128,2858,0.35
2025-02-13,Noche,M-05,480,81,59269,2192,0.35
2025-02-14,Mañana,M-01,480,54,79380,2511,0.3
2025-02-14,Tarde,M-01,480,13,86868,1923,0.3
2025-02-14,Noche,M-01,480,61,72253,1204,0.3
2025-02-14,Mañana,M-02,480,16,84529,2989,0.3
2025-02-14,Tarde,M-02,480,118,60772,1079,0.3
2025-02-14,Noche,M-02,480,30,76882,1281,0.3
2025-02-14,Mañana,M-03,480,0,61092,1381,0.45
2025-02-14,Tarde,M-03,480,108,44264,1696,0.45
2025-02-14,Noche,M-03,480,0,56332,1409,0.45
2025-02-14,Mañana,M-04,480,53,88797,1421,0.25
2025-02-14,Tarde,M-04,480,0,102617,3817,0.25
2025-02-14,Noche,M-04,480,42,84296,1047,0.25
2025-02-14,Mañana,M-05,480,0,79685,1546,0.35
2025-02-14,Tarde,M-05,480,0,72174,1175,0.35
2025-02-14,Noche,M-05,480,64,61906,859,0.35
2025-02-15,Mañana,M-01,480,33,86346,1856,0.3
2025-02-15,Tarde,M-01,480,0,81380,1724,0.3
2025-02-15,Noche,M-01,480,0,78486,2746,0.3
2025-02-15,Mañana,M-02,480,0,89396,2574,0.3
2025-02-15,Tarde,M-02,480,0,86901,1766,0.3
2025-02-15,Noche,M-02,480,0,79137,2188,0.3
2025-02-15,Mañana,M-03,480,0,60727,1150,0.45
2025-02-15,Tarde,M-03,480,48,51005,1173,0.45
2025-02-15,Noche,M-03,480,103,40223,1496,0.45
2025-02-15,Mañana,M-04,480,61,88024,938,0.25
2025-02-15,Tarde,M-04,480,19,96054,2805,0.25
2025-02-15,Noche,M-04,480,56,86918,920,0.25
2025-02-15,Mañana,M-05,480,79,62344,909,0.35
2025-02-15,Tarde,M-05,480,52,66152,1197,0.35
2025-02-15,Noche,M-05,480,28,64970,1853,0.35
2025-02-16,Mañana,M-01,480,0,90640,2259,0.3
2025-02-16,Tarde,M-01,480,21,86087,1785,0.3
2025-02-16,Noche,M-01,480,85,66107,1072,0.3
2025-02-16,Mañana,M-02,480,139,63445,918,0.3
2025-02-16,Tarde,M-02,480,0,84870,2690,0.3
2025-02-16,Noche,M-02,480,0,77784,1317,0.3
2025-02-16,Mañana,M-03,480,209,32069,1031,0.45
2025-02-16,Tarde,M-03,480,0,58416,664,0.45
2025-02-16,Noche,M-03,480,54,50406,909,0.45
2025-02-16,Mañana,M-04,480,96,82762,1961,0.25
2025-02-16,Tarde,M-04,480,65,92393,1386,0.25
2025-02-16,Noche,M-04,480,0,99324,3918,0.25
2025-02-16,Mañana,M-05,480,128,56203,867,0.35
2025-02-16,Tarde,M-05,480,20,72935,2654,0.35
2025-02-16,Noche,M-05,480,115,55062,1278,0.35
2025-02-17,Mañana,M-01,480,0,89145,924,0.3
2025-02-17,Tarde,M-01,480,89,66514,2572,0.3
2025-02-17,Noche,M-01,480,58,70033,2227,0.3
2025-02-17,Mañana,M-02,480,51,76892,2704,0.3
2025-02-17,Tarde,M-02,480,6,78291,2977,0.3
2025-02-17,Noche,M-02,480,35,78140,956,0.3
2025-02-17,Mañana,M-03,480,50,49079,818,0.45
2025-02-17,Tarde,M-03,480,98,46744,1095,0.45
2025-02-17,Noche,M-03,480,28,47811,1069,0.45
2025-02-17,Mañana,M-04,480,26,102968,4004,0.25
2025-02-17,Tarde,M-04,480,91,79223,2388,0.25
2025-02-17,Noche,M-04,480,84,80824,1955,0.25
2025-02-17,Mañana,M-05,480,17,68393,2035,0.35
2025-02-17,Tarde,M-05,480,0,71246,2066,0.35
2025-02-17,Noche,M-05,480,43,66000,1634,0.35
2025-02-18,Mañana,M-01,480,58,73639,2791,0.3
2025-02-18,Tarde,M-01,480,0,84259,2817,0.3
2025-02-18,Noche,M-01,480,158,51236,1883,0.3
2025-02-18,Mañana,M-02,480,42,75875,1894,0.3
2025-02-18,Tarde,M-02,480,70,75615,1851,0.3
2025-02-18,Noche,M-02,480,42,75193,1143,0.3
2025-02-18,Mañana,M-03,480,88,47052,1330,0.45
2025-02-18,Tarde,M-03,480,84,46316,648,0.45
2025-02-18,Noche,M-03,480,57,47294,1669,0.45
2025-02-18,Mañana,M-04,480,43,100921,2924,0.25
2025-02-18,Tarde,M-04,480,0,103352,1934,0.25
2025-02-18,Noche,M-04,480,0,98637,3890,0.25
2025-02-18,Mañana,M-05,480,26,71220,2072,0.35
2025-02-18,Tarde,M-05,480,60,67264,2105,0.35
2025-02-18,Noche,M-05,480,88,54671,1936,0.35
2025-02-19,Mañana,M-01,480,41,81691,1306,0.3
2025-02-19,Tarde,M-01,480,70,75620,2322,0.3
2025-02-19,Noche,M-01,480,0,83058,911,0.3
2025-02-19,Mañana,M-02,480,201,51763,1121,0.3
2025-02-19,Tarde,M-02,480,14,84360,962,0.3
2025-02-19,Noche,M-02,480,45,77406,1500,0.3
2025-02-19,Mañana,M-03,480,47,50480,1820,0.45
2025-02-19,Tarde,M-03,480,137,41484,872,0.45
2025-02-19,Noche,M-03,480,11,54259,2112,0.45
2025-02-19,Mañana,M-04,480,0,100372,3059,0.25
2025-02-19,Tarde,M-04,480,0,97312,2473,0.25
2025-02-19,Noche,M-04,480,0,95536,2550,0.25
2025-02-19,Mañana,M-05,480,0,75709,1336,0.35
2025-02-19,Tarde,M-05,480,0,74642,1093,0.35
2025-02-19,Noche,M-05,480,0,67278,775,0.35
2025-02-20,Mañana,M-01,480,129,60283,1882,0.3
2025-02-20,Tarde,M-01,480,26,75585,1901,0.3
2025-02-20,Noche,M-01,480,22,75164,2743,0.3
2025-02-20,Mañana,M-02,480,29,79034,2574,0.3
2025-02-20,Tarde,M-02,480,5,79596,1622,0.3
2025-02-20,Noche,M-02,480,0,81878,3075,0.3
2025-02-20,Mañana,M-03,480,0,54706,2000,0.45
2025-02-20,Tarde,M-03,480,8,54715,1433,0.45
2025-02-20,Noche,M-03,480,118,39742,1354,0.45
2025-02-20,Mañana,M-04,480,39,94032,1172,0.25
2025-02-20,Tarde,M-04,480,0,108011,3585,0.25
2025-02-20,Noche,M-04,480,23,93886,3117,0.25
2025-02-20,Mañana,M-05,480,93,61538,2350,0.35
2025-02-20,Tarde,M-05,480,85,56520,657,0.35
2025-02-20,Noche,M-05,480,59,59685,1404,0.35
2025-02-21,Mañana,M-01,480,32,83399,2172,0.3
2025-02-21,Tarde,M-01,480,58,76916,874,0.3
2025-02-21,Noche,M-01,480,89,66389,1224,0.3
2025-02-21,Mañana,M-02,480,100,71410,2421,0.3
2025-02-21,Tarde,M-02,480,95,72067,744,0.3
2025-02-21,Noche,M-02,480,85,66462,2552,0.3
2025-02-21,Mañana,M-03,480,16,54158,2012,0.45
2025-02-21,Tarde,M-03,480,85,44614,688,0.45
2025-02-21,Noche,M-03,480,143,37426,991,0.45
2025-02-21,Mañana,M-04,480,0,98851,1279,0.25
2025-02-21,Tarde,M-04,480,71,88422,1149,0.25
2025-02-21,Noche,M-04,480,60,84232,1672,0.25
2025-02-21,Mañana,M-05,480,19,72537,1518,0.35
2025-02-21,Tarde,M-05,480,0,71946,729,0.35
2025-02-21,Noche,M-05,480,0,66359,2136,0.35
2025-02-22,Mañana,M-01,480,9,87751,1750,0.3
2025-02-22,Tarde,M-01,480,44,74996,1991,0.3
2025-02-22,Noche,M-01,480,0,81501,2873,0.3
2025-02-22,Mañana,M-02,480,107,69921,2570,0.3
2025-02-22,Tarde,M-02,480,106,66809,2484,0.3
2025-02-22,Noche,M-02,480,37,73903,2457,0.3
2025-02-22,Mañana,M-03,480,90,48775,913,0.45
2025-02-22,Tarde,M-03,480,32,51780,534,0.45
2025-02-22,Noche,M-03,480,0,56859,2243,0.45
2025-02-22,Mañana,M-04,480,9,102136,1570,0.25
2025-02-22,Tarde,M-04,480,50,87716,2160,0.25
2025-02-22,Noche,M-04,480,0,94784,1069,0.25
2025-02-22,Mañana,M-05,480,0,78906,1644,0.35
2025-02-22,Tarde,M-05,480,21,65241,1921,0.35
2025-02-22,Noche,M-05,480,0,73145,2121,0.35
2025-02-23,Mañana,M-01,480,0,90146,2466,0.3
2025-02-23,Tarde,M-01,480,32,77685,2299,0.3
2025-02-23,Noche,M-01,480,44,73161,1506,0.3
2025-02-23,Mañana,M-02,480,55,77368,1096,0.3
2025-02-23,Tarde,M-02,480,0,80013,2344,0.3
2025-02-23,Noche,M-02,480,0,77052,1607,0.3
2025-02-23,Mañana,M-03,480,74,50692,1239,0.45
2025-02-23,Tarde,M-03,480,35,53390,1192,0.45
2025-02-23,Noche,M-03,480,0,50951,1414,0.45
2025-02-23,Mañana,M-04,480,0,105006,3856,0.25
2025-02-23,Tarde,M-04,480,0,97212,3662,0.25
2025-02-23,Noche,M-04,480,38,90421,3287,0.25
2025-02-23,Mañana,M-05,480,82,65095,984,0.35
2025-02-23,Tarde,M-05,480,119,52334,1559,0.35
2025-02-23,Noche,M-05,480,0,70926,1438,0.35
2025-02-24,Mañana,M-01,480,24,81659,1140,0.3
2025-02-24,Tarde,M-01,480,0,84992,3168,0.3
2025-02-24,Noche,M-01,480,24,72287,1754,0.3
2025-02-24,Mañana,M-02,480,83,72285,977,0.3
2025-02-24,Tarde,M-02,480,84,72929,2691,0.3
2025-02-24,Noche,M-02,480,64,71470,1634,0.3
2025-02-24,Mañana,M-03,480,105,43086,603,0.45
2025-02-24,Tarde,M-03,480,25,52019,1888,0.45
2025-02-24,Noche,M-03,480,15,52440,709,0.45
2025-02-24,Mañana,M-04,480,0,106968,3276,0.25
2025-02-24,Tarde,M-04,480,0,99840,1461,0.25
2025-02-24,Noche,M-04,480,83,78964,1655,0.25
2025-02-24,Mañana,M-05,480,0,76663,2502,0.35
2025-02-24,Tarde,M-05,480,20,66658,1784,0.35
2025-02-24,Noche,M-05,480,16,69001,1514,0.35
2025-02-25,Mañana,M-01,480,0,91551,1242,0.3
2025-02-25,Tarde,M-01,480,0,87902,3382,0.3
2025-02-25,Noche,M-01,480,0,80459,2702,0.3
2025-02-25,Mañana,M-02,480,73,72990,2122,0.3
2025-02-25,Tarde,M-02,480,95,64276,1150,0.3
2025-02-25,Noche,M-02,480,0,81526,2587,0.3
2025-02-25,Mañana,M-03,480,93,49715,1720,0.45
2025-02-25,Tarde,M-03,480,112,42088,463,0.45
2025-02-25,Noche,M-03,480,27,51334,1551,0.45
2025-02-25,Mañana,M-04,480,0,106974,4200,0.25
2025-02-25,Tarde,M-04,480,0,98682,2169,0.25
2025-02-25,Noche,M-04,480,26,91434,2935,0.25
2025-02-25,Mañana,M-05,480,0,70833,1312,0.35
2025-02-25,Tarde,M-05,480,92,56593,2200,0.35
2025-02-25,Noche,M-05,480,20,63939,1420,0.35
2025-02-26,Mañana,M-01,480,0,82433,1552,0.3
2025-02-26,Tarde,M-01,480,177,56779,1527,0.3
2025-02-26,Noche,M-01,480,66,72629,1776,0.3
2025-02-26,Mañana,M-02,480,0,86008,2895,0.3
2025-02-26,Tarde,M-02,480,0,86987,2957,0.3
2025-02-26,Noche,M-02,480,37,69380,2425,0.3
2025-02-26,Mañana,M-03,480,0,55114,1665,0.45
2025-02-26,Tarde,M-03,480,68,46690,1270,0.45
2025-02-26,Noche,M-03,480,0,55320,2097,0.45
2025-02-26,Mañana,M-04,480,0,108109,1842,0.25
2025-02-26,Tarde,M-04,480,0,98541,1663,0.25
2025-02-26,Noche,M-04,480,44,83213,1028,0.25
2025-02-26,Mañana,M-05,480,67,63333,1232,0.35
2025-02-26,Tarde,M-05,480,255,33060,550,0.35
2025-02-26,Noche,M-05,480,69,58818,1542,0.35
2025-02-27,Mañana,M-01,480,41,82804,1963,0.3
2025-02-27,Tarde,M-01,480,0,84942,1653,0.3
2025-02-27,Noche,M-01,480,0,82216,1758,0.3
2025-02-27,Mañana,M-02,480,0,85765,3075,0.3
2025-02-27,Tarde,M-02,480,0,82089,1484,0.3
2025-02-27,Noche,M-02,480,95,63378,2258,0.3
2025-02-27,Mañana,M-03,480,31,57921,1771,0.45
2025-02-27,Tarde,M-03,480,59,47562,1617,0.45
2025-02-27,Noche,M-03,480,98,40586,1493,0.45
2025-02-27,Mañana,M-04,480,30,101977,1937,0.25
2025-02-27,Tarde,M-04,480,35,89287,1330,0.25
2025-02-27,Noche,M-04,480,0,93320,3281,0.25
2025-02-27,Mañana,M-05,480,0,77295,1375,0.35
2025-02-27,Tarde,M-05,480,26,67287,1504,0.35
2025-02-27,Noche,M-05,480,0,70521,1986,0.35
2025-02-28,Mañana,M-01,480,44,75946,2537,0.3
2025-02-28,Tarde,M-01,480,0,86674,2134,0.3
2025-02-28,Noche,M-01,480,107,63539,911,0.3
2025-02-28,Mañana,M-02,480,0,90904,1829,0.3
2025-02-28,Tarde,M-02,480,14,77701,1578,0.3
2025-02-28,Noche,M-02,480,0,81992,2567,0.3
2025-02-28,Mañana,M-03,480,34,56119,2141,0.45
2025-02-28,Tarde,M-03,480,59,51863,713,0.45
2025-02-28,Noche,M-03,480,0,51826,1674,0.45
2025-02-28,Mañana,M-04,480,88,90544,2190,0.25
2025-02-28,Tarde,M-04,480,0,105320,2708,0.25
2025-02-28,Noche,M-04,480,144,68637,956,0.25
2025-02-28,Mañana,M-05,480,121,58693,1409,0.35
2025-02-28,Tarde,M-05,480,69,62514,1733,0.35
2025-02-28,Noche,M-05,480,23,65026,1898,0.35
2025-03-01,Mañana,M-01,480,81,72997,2492,0.3
2025-03-01,Tarde,M-01,480,28,76173,785,0.3
2025-03-01,Noche,M-01,480,9,77240,1859,0.3
2025-03-01,Mañana,M-02,480,0,92222,3542,0.3
2025-03-01,Tarde,M-02,480,70,75225,2099,0.3
2025-03-01,Noche,M-02,480,63,69243,1211,0.3
2025-03-01,Mañana,M-03,480,59,50557,868,0.45
2025-03-01,Tarde,M-03,480,136,41279,1071,0.45
2025-03-01,Noche,M-03,480,0,51376,619,0.45
2025-03-01,Mañana,M-04,480,0,99445,2352,0.25
2025-03-01,Tarde,M-04,480,41,89172,943,0.25
2025-03-01,Noche,M-04,480,0,96890,1509,0.25
2025-03-01,Mañana,M-05,480,0,72600,2283,0.35
2025-03-01,Tarde,M-05,480,76,59858,1158,0.35
2025-03-01,Noche,M-05,480,31,62997,2224,0.35
2025-03-02,Mañana,M-01,480,187,55556,1935,0.3
2025-03-02,Tarde,M-01,480,0,87735,1532,0.3
2025-03-02,Noche,M-01,480,54,70961,2350,0.3
2025-03-02,Mañana,M-02,480,20,82495,3203,0.3
2025-03-02,Tarde,M-02,480,70,72202,1369,0.3
2025-03-02,Noche,M-02,480,0,75624,2268,0.3
2025-03-02,Mañana,M-03,480,118,41719,1404,0.45
2025-03-02,Tarde,M-03,480,0,53080,1778,0.45
2025-03-02,Noche,M-03,480,33,51678,902,0.45
2025-03-02,Mañana,M-04,480,31,103632,4135,0.25
2025-03-02,Tarde,M-04,480,34,96992,3272,0.25
2025-03-02,Noche,M-04,480,0,93045,3670,0.25
2025-03-02,Mañana,M-05,480,24,72911,1512,0.35
2025-03-02,Tarde,M-05,480,0,76452,1877,0.35
2025-03-02,Noche,M-05,480,77,55472,865,0.35
2025-03-03,Mañana,M-01,480,0,90037,1644,0.3
2025-03-03,Tarde,M-01,480,172,51900,979,0.3
2025-03-03,Noche,M-01,480,0,78962,791,0.3
2025-03-03,Mañana,M-02,480,25,86991,2487,0.3
2025-03-03,Tarde,M-02,480,0,86082,1688,0.3
2025-03-03,Noche,M-02,480,0,85322,2949,0.3
2025-03-03,Mañana,M-03,480,0,59647,1966,0.45
2025-03-03,Tarde,M-03,480,0,54877,1223,0.45
2025-03-03,Noche,M-03,480,23,47944,1828,0.45
2025-03-03,Mañana,M-04,480,0,98352,1299,0.25
2025-03-03,Tarde,M-04,480,0,95409,2790,0.25
2025-03-03,Noche,M-04,480,0,96317,2766,0.25
2025-03-03,Mañana,M-05,480,43,69124,838,0.35
2025-03-03,Tarde,M-05,480,147,47470,1269,0.35
2025-03-03,Noche,M-05,480,50,61949,1984,0.35
2025-03-04,Mañana,M-01,480,55,73282,1240,0.3
2025-03-04,Tarde,M-01,480,0,81309,2415,0.3
2025-03-04,Noche,M-01,480,27,78342,1759,0.3
2025-03-04,Mañana,M-02,480,0,88956,1844,0.3
2025-03-04,Tarde,M-02,480,16,78315,1206,0.3
2025-03-04,Noche,M-02,480,25,76525,2142,0.3
2025-03-04,Mañana,M-03,480,123,44825,1027,0.45
2025-03-04,Tarde,M-03,480,78,48970,1850,0.45
2025-03-04,Noche,M-03,480,0,56842,1331,0.45
2025-03-04,Mañana,M-04,480,0,107960,4263,0.25
2025-03-04,Tarde,M-04,480,29,89326,3531,0.25
2025-03-04,Noche,M-04,480,0,94091,3118,0.25
